study,report,authors,crop,p_dependency,farm_size,habitat,agr_intensity,distance_m,distance_measure,abundance_all,abundance_wild,sites,location,pollinator,sampling_effort,sampling_method,sampling_time_min,total_sampling_time_min,source
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,61.78804715,reported,84,84,47,P062_38,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,2.15008501,reported,85,85,47,P135_144,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,5.841479046,reported,85,85,47,P134_16,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,2.15008501,reported,85,85,47,P135_114,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,12.29346513,reported,87,87,47,P087_149,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,100.9897414,reported,90,90,47,P004_14,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,3.43419868,reported,91,91,47,P124_31,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,66.5761296,reported,92,92,47,P014_141,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,31.38957795,reported,95,95,47,P100_102,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,17.10732782,reported,98,98,47,P114_85,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,3.43419868,reported,99,99,47,P124_80,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,38.36586712,reported,102,102,47,P091_86,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,66.5761296,reported,112,112,47,P014_116,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,11.85771288,reported,113,113,47,P069_74,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,11.85771288,reported,116,116,47,P069_135,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,13.05595349,reported,117,117,47,P132_172,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,3.43419868,reported,121,121,47,P124_153,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,2.15008501,reported,128,128,47,P135_145,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,39.82734574,reported,129,129,47,P110_29A,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,3.904772788,reported,132,132,47,P128_3,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,66.54315351,reported,140,140,47,P052_19,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,7.292667585,reported,145,145,47,P096_163,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,5.841479046,reported,153,153,47,P134_55A,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,13.05595349,reported,155,155,47,P132_170,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,5.841479046,reported,166,166,47,P134_84,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,5.841479046,reported,175,175,47,P134_88,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,38.36586712,reported,183,183,47,P091_98,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,11.85771288,reported,193,193,47,P069_17,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,2.15008501,reported,198,198,47,P135_66A,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,80.99051244,reported,198,198,47,P023_8,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,2.15008501,reported,201,201,47,P135_12,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,7.693682058,reported,204,204,47,P133_54,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,9.88431914,reported,208,208,47,P127_59,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,18.09282084,reported,221,221,47,P122_112,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,12.33806564,reported,223,223,47,P107_168,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,94.17192239,reported,223,223,47,P018_125,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,66.5761296,reported,227,227,47,P014_100,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,7.693682058,reported,232,232,47,P133_126,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,69.65070129,reported,234,234,47,P015_150,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,5.841479046,reported,240,240,47,P134_55B,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,20.26250483,reported,242,242,47,P047_51,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,37.8895171,reported,242,242,47,P103_81,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,48.34276971,reported,243,243,47,P071_34,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,36.94935016,reported,254,254,47,P049_75,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,94.17192239,reported,263,263,47,P018_77,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,44.6563423,reported,266,266,47,P089_27,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,9.88431914,reported,271,271,47,P127_69,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,30.90377784,reported,273,273,47,P112_99,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,44.6563423,reported,275,275,47,P089_124,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,54.73272618,reported,278,278,47,P028_26,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,63.56769687,reported,279,279,47,P041_120,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,18.09282084,reported,285,285,47,P122_25,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,48.34276971,reported,300,300,47,P071_44,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,81.49714809,reported,304,304,47,P026_45,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,72.00897558,reported,304,304,47,P033_56,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,48.34276971,reported,309,309,47,P071_119,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,60.21168806,reported,315,315,47,P013_36,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,62.35201053,reported,316,316,47,P007_169,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,31.38957795,reported,324,324,47,P100_65,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,48.72756343,reported,325,325,47,P074_82,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,18.09282084,reported,325,325,47,P122_142,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,20.26250483,reported,346,346,47,P047_129,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,39.82734574,reported,355,355,47,P110_29B,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,62.35201053,reported,358,358,47,P007_167,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,81.49714809,reported,388,388,47,P026_6,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,36.94935016,reported,406,406,47,P049_148,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,31.38957795,reported,412,412,47,P100_159,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,100.9897414,reported,487,487,47,P004_164,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,62.35201053,reported,496,496,47,P007_130,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,20.26250483,reported,524,524,47,P047_13,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,20.26250483,reported,542,542,47,P047_52,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,80.99051244,reported,551,551,47,P023_147,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,72.00897558,reported,552,552,47,P033_137,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,62.35201053,reported,564,564,47,P007_131,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,39.82734574,reported,586,586,47,P110_23,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,39.82734574,reported,592,592,47,P110_166,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,100.9897414,reported,634,634,47,P004_28,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,61.78804715,reported,694,694,47,P062_121,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,85.1734471,reported,735,735,47,P017_91,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,44.6563423,reported,738,738,47,P089_62,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,2.15008501,reported,777,777,47,P135_109,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,36.94935016,reported,828,828,47,P049_15,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,94.17192239,reported,846,846,47,P018_154,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,39.2864228,reported,865,865,47,P101_117,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,16.85105678,reported,885,885,47,P094_33,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,72.0626115,reported,916,916,47,P036_165,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,65.88785904,reported,938,938,47,P037_53,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,48.72756343,reported,986,986,47,P074_157,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,12.29346513,reported,1018,1018,47,P087_30,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,81.49714809,reported,1072,1072,47,P026_32,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,39.82734574,reported,1094,1094,47,P110_39,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,84.48079893,reported,1270,1270,47,P024_105,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,30.90377784,reported,1306,1306,47,P112_96,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,7.292667585,reported,1327,1327,47,P096_64,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,85.1734471,reported,1509,1509,47,P017_171,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,7.292667585,reported,1978,1978,47,P096_35,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,39.82734574,reported,2108,2108,47,P110_24,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,81.49714809,reported,2215,2215,47,P026_x,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,39.82734574,reported,2467,2467,47,P110_49,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,72.0626115,reported,3407,3407,47,P036_92,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,85.1734471,reported,3706,3706,47,P017_18,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,44.6563423,reported,3851,3851,47,P089_43,Arthropods,1,passive,1440,1440,open access data
Li,Li,Li et al. 2022,oil palm,Little (0-10%),1.5ha,forest,high,61.78804715,reported,4374,4374,47,P062_63,Arthropods,1,passive,1440,1440,open access data
LucasGarcia,LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),3.0 ha,forest,high,1106.6,reported,1,0,18,Alcanfor,Insecta,1,active,45,45,corresponding author(s)
LucasGarcia,LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),3.0 ha,forest,high,515.44,reported,19,13,18,Galdos,Insecta,1,active,45,45,corresponding author(s)
LucasGarcia,LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),2.9 ha,forest,high,652.6,reported,25,12,18,Corn,Insecta,1,active,45,45,corresponding author(s)
LucasGarcia,LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),1.8 ha,forest,high,1016.81,reported,29,12,18,Bombamix,Insecta,1,active,45,45,corresponding author(s)
LucasGarcia,LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),1.8 ha,forest,high,1016.81,reported,46,16,18,Fonsecab,Insecta,1,active,45,45,corresponding author(s)
LucasGarcia,LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),1.7 ha,forest,high,747.2,reported,35,35,18,Aldmix,Insecta,1,active,45,45,corresponding author(s)
LucasGarcia,LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),2.0 ha,forest,high,614.92,reported,48,40,18,Ojoagua,Insecta,1,active,45,45,corresponding author(s)
LucasGarcia,LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),3.0 ha,forest,high,1030.49,reported,52,48,18,Playa,Insecta,1,active,45,45,corresponding author(s)
LucasGarcia,LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),2.9 ha,forest,high,265.16,reported,54,52,18,SanLuis,Insecta,1,active,45,45,corresponding author(s)
LucasGarcia,LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),2.6 ha,forest,high,538.32,reported,55,50,18,Entrada,Insecta,1,active,45,45,corresponding author(s)
LucasGarcia,LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),2.0 ha,forest,high,474.15,reported,55,53,18,Fogata,Insecta,1,active,45,45,corresponding author(s)
LucasGarcia,LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),0.9 ha,forest,high,787.5,reported,45,45,18,Gregmix,Insecta,1,active,45,45,corresponding author(s)
LucasGarcia,LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),0.8 ha,forest,high,212.15,reported,54,35,18,Aserr,Insecta,1,active,45,45,corresponding author(s)
LucasGarcia,LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),2.5 ha,forest,high,87.01,reported,74,71,18,Sustrato,Insecta,1,active,45,45,corresponding author(s)
LucasGarcia,LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),2.5 ha,forest,high,398.74,reported,59,58,18,Fonseca,Insecta,1,active,45,45,corresponding author(s)
LucasGarcia,LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),3.0 ha,forest,high,386.34,reported,77,77,18,Vicuno,Insecta,1,active,45,45,corresponding author(s)
LucasGarcia,LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),2.4 ha,forest,high,52.63,reported,127,118,18,Limon,Insecta,1,active,45,45,corresponding author(s)
LucasGarcia,LucasGarcia,"Lucas-Garcia and Rosas-Guerrero, unpub",mango,Great (40-90%),2.8 ha,forest,high,476.95,reported,179,54,18,Cuatas,Insecta,1,active,45,45,corresponding author(s)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,1,reported,3,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,1,reported,4,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,1,reported,7,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,1,reported,8,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,1,reported,10,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,1,reported,11,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,1,reported,16,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,11,reported,5,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,11,reported,13,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,11,reported,14,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,11,reported,15,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,11,reported,17,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,11,reported,19,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,35,reported,22,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,36,reported,17,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,36,reported,11,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,35,reported,9,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,39,reported,8,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,41,reported,7,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,35,reported,6,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,36,reported,4,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,41,reported,4,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,50,reported,4,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,36,reported,3,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,51,reported,1,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,48,reported,0,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,40,reported,0,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,51,reported,9,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,50,reported,10,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,49,reported,11,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,243,reported,1,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,249,reported,3,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,240,reported,6,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,259,reported,8,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,246,reported,9,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,243,reported,10,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,243,reported,11,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,452,reported,13,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,396,reported,11,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,496,reported,11,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,342,reported,10,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,342,reported,9,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
