study,report,authors,crop,p_dependency,farm_size,habitat_description,habitat,agr_intensity,distance_m,distance_measure,proportion,radius,richness_all,richness_wild,sites,location,pollinator,taxonomic_resolution,study_design,repeat_measures,sampling_method,sampling_time_min,total_sampling_time_min,source
Sitotaw,Sitotaw,Sitotaw et al. 2022,Faba bean,Modest (10-40%),0.9,forest (sacred church forests; remnant natural forest),natural forest,low,1500,reported,NA,NA,3,3,72,TaraGedam-12,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Faba bean,Modest (10-40%),1.2,forest (sacred church forests; remnant natural forest),natural forest,low,200,reported,NA,NA,6,5,72,TaraKmihret-13,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Faba bean,Modest (10-40%),1.2,forest (sacred church forests; remnant natural forest),natural forest,low,500,reported,NA,NA,6,5,72,TaraKmihret-13,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Faba bean,Modest (10-40%),1.2,forest (sacred church forests; remnant natural forest),natural forest,low,1000,reported,NA,NA,6,5,72,TaraKmihret-13,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Faba bean,Modest (10-40%),1.2,forest (sacred church forests; remnant natural forest),natural forest,low,1500,reported,NA,NA,5,4,72,TaraKmihret-13,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Field pea,Little (0-10%),1,forest (sacred church forests; remnant natural forest),natural forest,low,200,reported,NA,NA,7,6,72,Iyesus-02,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Field pea,Little (0-10%),1,forest (sacred church forests; remnant natural forest),natural forest,low,500,reported,NA,NA,7,6,72,Iyesus-02,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Field pea,Little (0-10%),1,forest (sacred church forests; remnant natural forest),natural forest,low,1000,reported,NA,NA,7,6,72,Iyesus-02,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Field pea,Little (0-10%),0.8,forest (sacred church forests; remnant natural forest),natural forest,low,200,reported,NA,NA,5,5,72,Zahara-14,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Field pea,Little (0-10%),0.8,forest (sacred church forests; remnant natural forest),natural forest,low,500,reported,NA,NA,5,4,72,Zahara-14,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Field pea,Little (0-10%),0.8,forest (sacred church forests; remnant natural forest),natural forest,low,1000,reported,NA,NA,5,4,72,Zahara-14,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Field pea,Little (0-10%),0.8,forest (sacred church forests; remnant natural forest),natural forest,low,1500,reported,NA,NA,4,3,72,Zahara-14,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Mango,Great (40-90%),0.5,forest (sacred church forests; remnant natural forest),natural forest,low,200,reported,NA,NA,7,6,72,Kota-04,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Mango,Great (40-90%),0.5,forest (sacred church forests; remnant natural forest),natural forest,low,500,reported,NA,NA,7,6,72,Kota-04,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Mango,Great (40-90%),0.5,forest (sacred church forests; remnant natural forest),natural forest,low,1000,reported,NA,NA,7,6,72,Kota-04,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Mango,Great (40-90%),0.5,forest (sacred church forests; remnant natural forest),natural forest,low,1500,reported,NA,NA,6,5,72,Kota-04,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Mango,Great (40-90%),0.5,forest (sacred church forests; remnant natural forest),natural forest,low,200,reported,NA,NA,8,7,72,Jega-05,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Mango,Great (40-90%),0.5,forest (sacred church forests; remnant natural forest),natural forest,low,500,reported,NA,NA,7,6,72,Jega-05,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Mango,Great (40-90%),0.5,forest (sacred church forests; remnant natural forest),natural forest,low,1000,reported,NA,NA,7,6,72,Jega-05,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Mango,Great (40-90%),0.5,forest (sacred church forests; remnant natural forest),natural forest,low,200,reported,NA,NA,8,5,72,Weba-07,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Mango,Great (40-90%),0.5,forest (sacred church forests; remnant natural forest),natural forest,low,500,reported,NA,NA,8,7,72,Weba-07,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Mango,Great (40-90%),0.5,forest (sacred church forests; remnant natural forest),natural forest,low,1000,reported,NA,NA,6,5,72,Weba-07,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Mango,Great (40-90%),0.5,forest (sacred church forests; remnant natural forest),natural forest,low,1500,reported,NA,NA,5,5,72,Weba-07,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Mango,Great (40-90%),0.7,forest (sacred church forests; remnant natural forest),natural forest,low,200,reported,NA,NA,7,6,72,Weba-08,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Mango,Great (40-90%),0.7,forest (sacred church forests; remnant natural forest),natural forest,low,500,reported,NA,NA,8,7,72,Weba-08,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Mango,Great (40-90%),0.7,forest (sacred church forests; remnant natural forest),natural forest,low,1000,reported,NA,NA,5,4,72,Weba-08,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Mango,Great (40-90%),0.7,forest (sacred church forests; remnant natural forest),natural forest,low,1500,reported,NA,NA,5,4,72,Weba-08,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Mango,Great (40-90%),0.5,forest (sacred church forests; remnant natural forest),natural forest,low,200,reported,NA,NA,7,6,72,Arsema-09,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Mango,Great (40-90%),0.5,forest (sacred church forests; remnant natural forest),natural forest,low,500,reported,NA,NA,7,6,72,Arsema-09,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Mango,Great (40-90%),0.5,forest (sacred church forests; remnant natural forest),natural forest,low,1000,reported,NA,NA,6,5,72,Arsema-09,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Mango,Great (40-90%),0.8,forest (sacred church forests; remnant natural forest),natural forest,low,200,reported,NA,NA,9,8,72,MedAlem-10,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Mango,Great (40-90%),0.8,forest (sacred church forests; remnant natural forest),natural forest,low,500,reported,NA,NA,7,6,72,MedAlem-10,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Mango,Great (40-90%),0.8,forest (sacred church forests; remnant natural forest),natural forest,low,1000,reported,NA,NA,4,3,72,MedAlem-10,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Mango,Great (40-90%),0.8,forest (sacred church forests; remnant natural forest),natural forest,low,1500,reported,NA,NA,3,2,72,MedAlem-10,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Mango,Great (40-90%),0.5,forest (sacred church forests; remnant natural forest),natural forest,low,200,reported,NA,NA,8,6,72,Zahara-15,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Mango,Great (40-90%),0.5,forest (sacred church forests; remnant natural forest),natural forest,low,500,reported,NA,NA,6,5,72,Zahara-15,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Mango,Great (40-90%),0.5,forest (sacred church forests; remnant natural forest),natural forest,low,1000,reported,NA,NA,6,5,72,Zahara-15,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Mango,Great (40-90%),0.5,forest (sacred church forests; remnant natural forest),natural forest,low,1500,reported,NA,NA,5,4,72,Zahara-15,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Other land cover,NA,0.4,forest (sacred church forests; remnant natural forest),natural forest,low,1500,reported,NA,NA,3,2,72,Iyesus-02,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Other land cover,NA,0.5,forest (sacred church forests; remnant natural forest),natural forest,low,1500,reported,NA,NA,3,2,72,Silassie-03,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Other land cover,NA,1,forest (sacred church forests; remnant natural forest),natural forest,low,1500,reported,NA,NA,3,2,72,Jega-05,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Other land cover,NA,1,forest (sacred church forests; remnant natural forest),natural forest,low,1500,reported,NA,NA,3,2,72,Arsema-09,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Other land cover,NA,0.8,forest (sacred church forests; remnant natural forest),natural forest,low,1500,reported,NA,NA,3,2,72,ZegeUra-17,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sitotaw,Sitotaw,Sitotaw et al. 2022,Other land cover,NA,1.2,forest (sacred church forests; remnant natural forest),natural forest,low,1500,reported,NA,NA,2,1,72,ZegeMedh-18,Insecta,other,nested design,2,active,15,30,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),"forest (tropical rainforests ranging in area from 360 - 65,000 ha)",natural forest,low,6590,estimated,20.68711271,4000,131,NA,20,KBT,Insecta,morphospecies,paired sites,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),"forest (tropical rainforests ranging in area from 360 - 65,000 ha)",natural forest,low,948,estimated,70.11662246,4000,85,NA,20,KBT,Insecta,morphospecies,paired sites,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),"forest (tropical rainforests ranging in area from 360 - 65,000 ha)",natural forest,low,3620,estimated,59.53807757,4000,93,NA,20,KH,Insecta,morphospecies,paired sites,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),"forest (tropical rainforests ranging in area from 360 - 65,000 ha)",natural forest,low,1217,estimated,39.75441866,4000,54,NA,20,KH,Insecta,morphospecies,paired sites,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),"forest (tropical rainforests ranging in area from 360 - 65,000 ha)",natural forest,low,7436,estimated,5.532802309,4000,164,NA,20,KKW,Insecta,morphospecies,paired sites,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),"forest (tropical rainforests ranging in area from 360 - 65,000 ha)",natural forest,low,743,estimated,85.2232743,4000,54,NA,20,KKW,Insecta,morphospecies,paired sites,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),"forest (tropical rainforests ranging in area from 360 - 65,000 ha)",natural forest,low,5717,estimated,15.71687078,4000,102,NA,20,KL ,Insecta,morphospecies,paired sites,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),"forest (tropical rainforests ranging in area from 360 - 65,000 ha)",natural forest,low,1563,estimated,77.79309073,4000,78,NA,20,KL ,Insecta,morphospecies,paired sites,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),"forest (tropical rainforests ranging in area from 360 - 65,000 ha)",natural forest,low,7351,estimated,38.83114438,4000,104,NA,20,KNH,Insecta,morphospecies,paired sites,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),"forest (tropical rainforests ranging in area from 360 - 65,000 ha)",natural forest,low,684,estimated,84.28326517,4000,61,NA,20,KNH,Insecta,morphospecies,paired sites,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),"forest (tropical rainforests ranging in area from 360 - 65,000 ha)",natural forest,low,7384,estimated,8.581366226,4000,123,NA,20,KNK,Insecta,morphospecies,paired sites,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),"forest (tropical rainforests ranging in area from 360 - 65,000 ha)",natural forest,low,755,estimated,0,4000,39,NA,20,KNK,Insecta,morphospecies,paired sites,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),"forest (tropical rainforests ranging in area from 360 - 65,000 ha)",natural forest,low,7732,estimated,6.509356506,4000,111,NA,20,KP,Insecta,morphospecies,paired sites,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),"forest (tropical rainforests ranging in area from 360 - 65,000 ha)",natural forest,low,1022,estimated,55.25084826,4000,68,NA,20,KP,Insecta,morphospecies,paired sites,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),"forest (tropical rainforests ranging in area from 360 - 65,000 ha)",natural forest,low,7923,estimated,53.79793598,4000,97,NA,20,LK,Insecta,morphospecies,paired sites,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),"forest (tropical rainforests ranging in area from 360 - 65,000 ha)",natural forest,low,935,estimated,55.53403088,4000,93,NA,20,LK,Insecta,morphospecies,paired sites,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),"forest (tropical rainforests ranging in area from 360 - 65,000 ha)",natural forest,low,7182,estimated,22.66480012,4000,99,NA,20,TB,Insecta,morphospecies,paired sites,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),"forest (tropical rainforests ranging in area from 360 - 65,000 ha)",natural forest,low,690,estimated,58.70879393,4000,72,NA,20,TB,Insecta,morphospecies,paired sites,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),"forest (tropical rainforests ranging in area from 360 - 65,000 ha)",natural forest,low,9160,estimated,31.87117557,4000,120,NA,20,TNC,Insecta,morphospecies,paired sites,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),"forest (tropical rainforests ranging in area from 360 - 65,000 ha)",natural forest,low,595,estimated,65.80682036,4000,64,NA,20,TNC,Insecta,morphospecies,paired sites,12,active,15,300,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),4.731,"other (semi-natural habitats, mangrove forests, wetlands)",other,high,106,estimated,0.334352701,1000,11,11,24,Site17,Insecta,morphospecies,single distance per site,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),1.451,"other (semi-natural habitats, mangrove forests, wetlands)",other,high,290,estimated,0.207220125,1000,3,3,24,Site06,Insecta,morphospecies,single distance per site,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),1.0914,"other (semi-natural habitats, mangrove forests, wetlands)",other,high,390,estimated,0.014851485,1000,8,8,24,Site02,Insecta,morphospecies,single distance per site,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),1.0095,"other (semi-natural habitats, mangrove forests, wetlands)",other,high,400,estimated,0.162371133,1000,8,8,24,Site01,Insecta,morphospecies,single distance per site,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),2.0519,"other (semi-natural habitats, mangrove forests, wetlands)",other,high,780,estimated,0.169890664,1000,6,6,24,Site16,Insecta,morphospecies,single distance per site,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),1.135,"other (semi-natural habitats, mangrove forests, wetlands)",other,high,1150,estimated,0.032669674,1000,5,5,24,Site12,Insecta,morphospecies,single distance per site,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),1.686,"other (semi-natural habitats, mangrove forests, wetlands)",other,high,1200,estimated,0.149999999,1000,4,4,24,Site14,Insecta,morphospecies,single distance per site,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),4.982,"other (semi-natural habitats, mangrove forests, wetlands)",other,high,1520,estimated,0.043551772,1000,5,5,24,Site13,Insecta,morphospecies,single distance per site,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),2.131,"other (semi-natural habitats, mangrove forests, wetlands)",other,high,1560,estimated,0.135186596,1000,6,6,24,Site18,Insecta,morphospecies,single distance per site,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),10.023,"other (semi-natural habitats, mangrove forests, wetlands)",other,high,1800,estimated,0.01754386,1000,3,3,24,Site04,Insecta,morphospecies,single distance per site,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),3.546,"other (semi-natural habitats, mangrove forests, wetlands)",other,high,1900,estimated,0.09825998,1000,14,14,24,Site10,Insecta,morphospecies,single distance per site,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),2.7488,"other (semi-natural habitats, mangrove forests, wetlands)",other,high,1990,estimated,0.045000001,1000,5,5,24,Site19,Insecta,morphospecies,single distance per site,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),4.264,"other (semi-natural habitats, mangrove forests, wetlands)",other,high,2280,estimated,0.059786748,1000,5,5,24,Site15,Insecta,morphospecies,single distance per site,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),1.161,"other (semi-natural habitats, mangrove forests, wetlands)",other,high,2295,estimated,0.190784463,1000,14,14,24,Site07,Insecta,morphospecies,single distance per site,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),2.321,"other (semi-natural habitats, mangrove forests, wetlands)",other,high,2400,estimated,0.058663936,1000,11,11,24,Site03,Insecta,morphospecies,single distance per site,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),1.143,"other (semi-natural habitats, mangrove forests, wetlands)",other,high,2400,estimated,0.026118236,1000,8,8,24,Site05,Insecta,morphospecies,single distance per site,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),15.74,"other (semi-natural habitats, mangrove forests, wetlands)",other,high,2595,estimated,0.115306122,1000,3,3,24,Site21,Insecta,morphospecies,single distance per site,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),4.7925,"other (semi-natural habitats, mangrove forests, wetlands)",other,high,2930,estimated,0.010112543,1000,5,5,24,Site22,Insecta,morphospecies,single distance per site,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),10.706,"other (semi-natural habitats, mangrove forests, wetlands)",other,high,3410,estimated,0.153084539,1000,2,2,24,Site23,Insecta,morphospecies,single distance per site,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),2.494,"other (semi-natural habitats, mangrove forests, wetlands)",other,high,3900,estimated,0.160732452,1000,20,20,24,Site09,Insecta,morphospecies,single distance per site,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),1.065,"other (semi-natural habitats, mangrove forests, wetlands)",other,high,4175,estimated,0.015090173,1000,12,12,24,Site11,Insecta,morphospecies,single distance per site,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),2.018,"other (semi-natural habitats, mangrove forests, wetlands)",other,high,4640,estimated,0.346153846,1000,15,15,24,Site08,Insecta,morphospecies,single distance per site,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),4.3303,"other (semi-natural habitats, mangrove forests, wetlands)",other,high,4680,estimated,0.028560548,1000,9,9,24,Site20,Insecta,morphospecies,single distance per site,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),7.7304,"other (semi-natural habitats, mangrove forests, wetlands)",other,high,5420,estimated,0.150818246,1000,3,3,24,Site24,Insecta,morphospecies,single distance per site,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other (secondary forest patches and cocoa agroforests),other,low,108,reported,0.36,100,0,0,18,Plot N. 1,Diptera,other,single distance per site,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other (secondary forest patches and cocoa agroforests),other,low,130,reported,0.49,100,3,3,18,Plot N. 2,Diptera,other,single distance per site,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other (secondary forest patches and cocoa agroforests),other,low,306,reported,0.71,100,4,4,18,Plot N. 3,Diptera,other,single distance per site,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other (secondary forest patches and cocoa agroforests),other,low,426,reported,0.45,100,7,7,18,Plot N. 4,Diptera,other,single distance per site,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other (secondary forest patches and cocoa agroforests),other,low,192,reported,0.7,100,4,4,18,Plot N. 5,Diptera,other,single distance per site,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other (secondary forest patches and cocoa agroforests),other,low,479,reported,0.79,100,6,6,18,Plot N. 6,Diptera,other,single distance per site,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other (secondary forest patches and cocoa agroforests),other,low,387,reported,0.69,100,3,3,18,Plot N. 7,Diptera,other,single distance per site,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other (secondary forest patches and cocoa agroforests),other,low,168,reported,0.56,100,2,2,18,Plot N. 8,Diptera,other,single distance per site,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other (secondary forest patches and cocoa agroforests),other,low,170,reported,0.85,100,5,5,18,Plot N. 9,Diptera,other,single distance per site,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other (secondary forest patches and cocoa agroforests),other,low,2949,reported,0.94,100,8,8,18,Plot N. 10,Diptera,other,single distance per site,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other (secondary forest patches and cocoa agroforests),other,low,3094,reported,0.68,100,5,5,18,Plot N. 11,Diptera,other,single distance per site,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other (secondary forest patches and cocoa agroforests),other,low,3169,reported,0.82,100,6,6,18,Plot N. 12,Diptera,other,single distance per site,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other (secondary forest patches and cocoa agroforests),other,low,1773,reported,0.64,100,3,3,18,Plot N. 13,Diptera,other,single distance per site,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other (secondary forest patches and cocoa agroforests),other,low,2140,reported,0.86,100,2,2,18,Plot N. 14,Diptera,other,single distance per site,3,passive,1440,4320,corresponding author(s)
